620014,994011997,SET_METER_PASSWORD,ACCEPTED,1670031399813
600220,1670031749,DISABLE_ALL,ACCEPTED,1670031752313
600255,1670031749,DISABLE_ALL,ACCEPTED,1670031756272
600216,1670031749,DISABLE_ALL,ACCEPTED,1670031755864
600267,1670031749,DISABLE_ALL,ACCEPTED,1670031756102
600207,1670031749,DISABLE_ALL,ACCEPTED,1670031758503
600276,1670031749,DISABLE_ALL,ACCEPTED,1670031758522
600291,1670031749,DISABLE_ALL,ACCEPTED,1670031759332
600301,1670031749,DISABLE_ALL,ACCEPTED,1670031764742
600263,1670031749,DISABLE_ALL,ACCEPTED,1670031769262
600307,1670031749,DISABLE_ALL,ACCEPTED,1670031771712
600290,1670031749,DISABLE_ALL,ACCEPTED,1670031771237
600296,1670031749,DISABLE_ALL,ACCEPTED,1670031772332
600315,1670031749,DISABLE_ALL,ACCEPTED,1670031775632
600338,1670031749,DISABLE_ALL,ACCEPTED,1670031778602
600327,1670031749,DISABLE_ALL,ACCEPTED,1670031780517
600326,1670031749,DISABLE_ALL,ACCEPTED,1670031780877
600318,1670031749,DISABLE_ALL,ACCEPTED,1670031785302
600339,1670031749,DISABLE_ALL,ACCEPTED,1670031786732
600349,1670031749,DISABLE_ALL,ACCEPTED,1670031786623
600337,1670031749,DISABLE_ALL,ACCEPTED,1670031790157
600306,1670031749,DISABLE_ALL,ACCEPTED,1670031791222
600365,1670031749,DISABLE_ALL,ACCEPTED,1670031792662
600362,1670031749,DISABLE_ALL,ACCEPTED,1670031793502
600368,1670031749,DISABLE_ALL,ACCEPTED,1670031795461
600363,1670031749,DISABLE_ALL,ACCEPTED,1670031796178
600345,1670031749,DISABLE_ALL,ACCEPTED,1670031796108
600355,1670031749,DISABLE_ALL,ACCEPTED,1670031798747
600380,1670031749,DISABLE_ALL,ACCEPTED,1670031798822
600386,1670031749,DISABLE_ALL,ACCEPTED,1670031800142
600378,1670031749,DISABLE_ALL,ACCEPTED,1670031800608
600372,1670031749,DISABLE_ALL,ACCEPTED,1670031800742
620014,790750875,SET_METER_PASSWORD,ACCEPTED,1670031807472
600407,1670031749,DISABLE_ALL,ACCEPTED,1670031808646
600391,1670031749,DISABLE_ALL,ACCEPTED,1670031810854
600310,1670031749,DISABLE_ALL,ACCEPTED,1670031812172
600387,1670031749,DISABLE_ALL,ACCEPTED,1670031815202
600406,1670031749,DISABLE_ALL,ACCEPTED,1670031818032
600430,1670031749,DISABLE_ALL,ACCEPTED,1670031818182
600390,1670031749,DISABLE_ALL,ACCEPTED,1670031821782
600445,1670031749,DISABLE_ALL,ACCEPTED,1670031822692
600409,1670031749,DISABLE_ALL,ACCEPTED,1670031823222
600432,1670031749,DISABLE_ALL,ACCEPTED,1670031824312
600421,1670031749,DISABLE_ALL,ACCEPTED,1670031824357
600410,1670031749,DISABLE_ALL,ACCEPTED,1670031824242
600411,1670031749,DISABLE_ALL,ACCEPTED,1670031825362
600433,1670031749,DISABLE_ALL,ACCEPTED,1670031826492
600446,1670031749,DISABLE_ALL,ACCEPTED,1670031826858
600428,1670031749,DISABLE_ALL,ACCEPTED,1670031826889
600455,1670031749,DISABLE_ALL,ACCEPTED,1670031829163
600460,1670031749,DISABLE_ALL,ACCEPTED,1670031831532
600476,1670031749,DISABLE_ALL,ACCEPTED,1670031833862
600451,1670031749,DISABLE_ALL,ACCEPTED,1670031834163
600930,1670031749,DISABLE_ALL,ACCEPTED,1670031843549
600447,1670031749,DISABLE_ALL,ACCEPTED,1670031845122
600480,1670031749,DISABLE_ALL,ACCEPTED,1670031845852
600478,1670031749,DISABLE_ALL,ACCEPTED,1670031849627
600485,1670031749,DISABLE_ALL,ACCEPTED,1670031853087
600484,1670031749,DISABLE_ALL,ACCEPTED,1670031853293
600479,1670031749,DISABLE_ALL,ACCEPTED,1670031857862
603732,1670031749,DISABLE_ALL,ACCEPTED,1670031857261
603748,1670031749,DISABLE_ALL,ACCEPTED,1670031858402
603762,1670031749,DISABLE_ALL,ACCEPTED,1670031859012
603784,1670031749,DISABLE_ALL,ACCEPTED,1670031864192
603720,1670031749,DISABLE_ALL,ACCEPTED,1670031869222
603857,1670031749,DISABLE_ALL,ACCEPTED,1670031869813
600481,1670031749,DISABLE_ALL,ACCEPTED,1670031881237
603733,1670031749,DISABLE_ALL,ACCEPTED,1670031885278
603864,1670031749,DISABLE_ALL,ACCEPTED,1670031886992
603752,1670031749,DISABLE_ALL,ACCEPTED,1670031890897
603732,1670031749,DISABLE_ALL,ACCEPTED,1670031892507
603925,1670031749,DISABLE_ALL,ACCEPTED,1670031893072
603924,1670031749,DISABLE_ALL,ACCEPTED,1670031896687
603872,1670031749,DISABLE_ALL,ACCEPTED,1670031898342
603915,1670031749,DISABLE_ALL,ACCEPTED,1670031900128
603868,1670031749,DISABLE_ALL,ACCEPTED,1670031902082
603787,1670031749,DISABLE_ALL,ACCEPTED,1670031903408
603723,1670031749,DISABLE_ALL,ACCEPTED,1670031905807
603919,1670031749,DISABLE_ALL,ACCEPTED,1670031906122
603916,1670031749,DISABLE_ALL,ACCEPTED,1670031906052
603778,1670031749,DISABLE_ALL,ACCEPTED,1670031907007
603956,1670031749,DISABLE_ALL,ACCEPTED,1670031907142
603861,1670031749,DISABLE_ALL,ACCEPTED,1670031908537
603920,1670031749,DISABLE_ALL,ACCEPTED,1670031908647
603948,1670031749,DISABLE_ALL,ACCEPTED,1670031908822
603877,1670031749,DISABLE_ALL,ACCEPTED,1670031908992
603838,1670031749,DISABLE_ALL,ACCEPTED,1670031910377
603933,1670031749,DISABLE_ALL,ACCEPTED,1670031910563
603962,1670031749,DISABLE_ALL,ACCEPTED,1670031911702
603789,1670031749,DISABLE_ALL,ACCEPTED,1670031911907
603769,1670031749,DISABLE_ALL,ACCEPTED,1670031915368
603910,1670031749,DISABLE_ALL,ACCEPTED,1670031916192
603945,1670031749,DISABLE_ALL,ACCEPTED,1670031916672
603963,1670031749,DISABLE_ALL,ACCEPTED,1670031917261
603942,1670031749,DISABLE_ALL,ACCEPTED,1670031916742
603839,1670031749,DISABLE_ALL,ACCEPTED,1670031919547
603965,1670031749,DISABLE_ALL,ACCEPTED,1670031924652
603927,1670031749,DISABLE_ALL,ACCEPTED,1670031928572
603940,1670031749,DISABLE_ALL,ACCEPTED,1670031930392
603983,1670031749,DISABLE_ALL,ACCEPTED,1670031931692
603986,1670031749,DISABLE_ALL,ACCEPTED,1670031932047
604006,1670031749,DISABLE_ALL,ACCEPTED,1670031941587
604011,1670031749,DISABLE_ALL,ACCEPTED,1670031943847
604044,1670031749,DISABLE_ALL,ACCEPTED,1670031950822
604003,1670031749,DISABLE_ALL,ACCEPTED,1670031953748
604000,1670031749,DISABLE_ALL,ACCEPTED,1670031955777
604017,1670031749,DISABLE_ALL,ACCEPTED,1670031956177
604043,1670031749,DISABLE_ALL,ACCEPTED,1670031956732
603990,1670031749,DISABLE_ALL,ACCEPTED,1670031956422
603947,1670031749,DISABLE_ALL,ACCEPTED,1670031957108
604030,1670031749,DISABLE_ALL,ACCEPTED,1670031957617
604015,1670031749,DISABLE_ALL,ACCEPTED,1670031963862
